ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,SourceLine/4/Message,SourceLine/4/_classname,SourceLine/4/_start,SourceLine/4/_end,SourceLine/4/_startBytecode,SourceLine/4/_endBytecode,SourceLine/4/_sourcefile,SourceLine/4/_sourcepath,SourceLine/4/_relSourcepath,SourceLine/5/Message,SourceLine/5/_classname,SourceLine/5/_start,SourceLine/5/_end,SourceLine/5/_startBytecode,SourceLine/5/_endBytecode,SourceLine/5/_sourcefile,SourceLine/5/_sourcepath,SourceLine/5/_relSourcepath,SourceLine/6/Message,SourceLine/6/_classname,SourceLine/6/_start,SourceLine/6/_end,SourceLine/6/_startBytecode,SourceLine/6/_endBytecode,SourceLine/6/_sourcefile,SourceLine/6/_sourcepath,SourceLine/6/_relSourcepath,SourceLine/7/Message,SourceLine/7/_classname,SourceLine/7/_start,SourceLine/7/_end,SourceLine/7/_startBytecode,SourceLine/7/_endBytecode,SourceLine/7/_sourcefile,SourceLine/7/_sourcepath,SourceLine/7/_relSourcepath,SourceLine/8/Message,SourceLine/8/_classname,SourceLine/8/_start,SourceLine/8/_end,SourceLine/8/_startBytecode,SourceLine/8/_endBytecode,SourceLine/8/_sourcefile,SourceLine/8/_sourcepath,SourceLine/8/_relSourcepath,SourceLine/9/Message,SourceLine/9/_classname,SourceLine/9/_start,SourceLine/9/_end,SourceLine/9/_startBytecode,SourceLine/9/_endBytecode,SourceLine/9/_sourcefile,SourceLine/9/_sourcepath,SourceLine/9/_relSourcepath,SourceLine/10/Message,SourceLine/10/_classname,SourceLine/10/_start,SourceLine/10/_end,SourceLine/10/_startBytecode,SourceLine/10/_endBytecode,SourceLine/10/_sourcefile,SourceLine/10/_sourcepath,SourceLine/10/_relSourcepath,String/1/Message,String/1/_value,String/1/_role,SourceLine/1/_primary
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In ConfigurationManagerImpl.java,com.cloud.configuration.ConfigurationManagerImpl,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,In class com.cloud.configuration.ConfigurationManagerImpl,com.cloud.configuration.ConfigurationManagerImpl,true,com.cloud.configuration.ConfigurationManagerImpl,3964,4063,0,1482,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,"In method com.cloud.configuration.ConfigurationManagerImpl.deleteVlanAndPublicIpRange(long, long, Account)",com.cloud.configuration.ConfigurationManagerImpl,deleteVlanAndPublicIpRange,(JJLcom/cloud/user/Account;)Z,false,true,At ConfigurationManagerImpl.java:[line 4019],com.cloud.configuration.ConfigurationManagerImpl,true,4019,4019,501,501,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,At ConfigurationManagerImpl.java:[line 4019],com.cloud.configuration.ConfigurationManagerImpl,4019,4019,498,498,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,75f8013e2bd064c43655ac92c06d517d,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In ConfigurationManagerImpl.java,com.cloud.configuration.ConfigurationManagerImpl,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,In class com.cloud.configuration.ConfigurationManagerImpl,com.cloud.configuration.ConfigurationManagerImpl,true,com.cloud.configuration.ConfigurationManagerImpl,1432,1532,0,1039,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,"In method com.cloud.configuration.ConfigurationManagerImpl.editPod(long, String, String, String, String, String, String)",com.cloud.configuration.ConfigurationManagerImpl,editPod,(JLjava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Lcom/cloud/dc/Pod;,false,true,At ConfigurationManagerImpl.java:[line 1528],com.cloud.configuration.ConfigurationManagerImpl,true,1528,1528,472,472,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,At ConfigurationManagerImpl.java:[line 1528],com.cloud.configuration.ConfigurationManagerImpl,1528,1528,467,467,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,d0c0c545d38a0239b99b578ffcff044c,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In ConfigurationManagerImpl.java,com.cloud.configuration.ConfigurationManagerImpl,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,In class com.cloud.configuration.ConfigurationManagerImpl,com.cloud.configuration.ConfigurationManagerImpl,true,com.cloud.configuration.ConfigurationManagerImpl,5806,5825,0,384,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,"In method com.cloud.configuration.ConfigurationManagerImpl.markDefaultZone(String, long, long)",com.cloud.configuration.ConfigurationManagerImpl,markDefaultZone,(Ljava/lang/String;JJ)Lcom/cloud/user/AccountVO;,false,true,At ConfigurationManagerImpl.java:[line 5808],com.cloud.configuration.ConfigurationManagerImpl,true,5808,5808,54,54,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,At ConfigurationManagerImpl.java:[line 5808],com.cloud.configuration.ConfigurationManagerImpl,5808,5808,51,51,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,894f6909bcbbb02ce0b03c51dbc78f69,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In ConfigurationManagerImpl.java,com.cloud.configuration.ConfigurationManagerImpl,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,In class com.cloud.configuration.ConfigurationManagerImpl,com.cloud.configuration.ConfigurationManagerImpl,true,com.cloud.configuration.ConfigurationManagerImpl,5951,5971,0,243,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,In method com.cloud.configuration.ConfigurationManagerImpl.releaseAccountSpecificVirtualRanges(long),com.cloud.configuration.ConfigurationManagerImpl,releaseAccountSpecificVirtualRanges,(J)Z,false,true,At ConfigurationManagerImpl.java:[line 5965],com.cloud.configuration.ConfigurationManagerImpl,true,5965,5965,48,48,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,,,,,,,,,,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,d65068f2f6c223d291b4d7f845fb135,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.trace(...) might be used to include CRLF characters into log messages,In ConfigurationManagerImpl.java,com.cloud.configuration.ConfigurationManagerImpl,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,In class com.cloud.configuration.ConfigurationManagerImpl,com.cloud.configuration.ConfigurationManagerImpl,true,com.cloud.configuration.ConfigurationManagerImpl,5951,5971,0,243,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,In method com.cloud.configuration.ConfigurationManagerImpl.releaseAccountSpecificVirtualRanges(long),com.cloud.configuration.ConfigurationManagerImpl,releaseAccountSpecificVirtualRanges,(J)Z,false,true,At ConfigurationManagerImpl.java:[line 5969],com.cloud.configuration.ConfigurationManagerImpl,true,5969,5969,82,82,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,At ConfigurationManagerImpl.java:[line 5969],com.cloud.configuration.ConfigurationManagerImpl,5969,5969,79,79,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,Sink method Logger.trace(...),Logger.trace(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,fb17ec30220b2270bea85d8e7159fa00,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In ConfigurationManagerImpl.java,com.cloud.configuration.ConfigurationManagerImpl,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,In class com.cloud.configuration.ConfigurationManagerImpl,com.cloud.configuration.ConfigurationManagerImpl,true,com.cloud.configuration.ConfigurationManagerImpl,5925,5945,0,237,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,In method com.cloud.configuration.ConfigurationManagerImpl.releaseDomainSpecificVirtualRanges(long),com.cloud.configuration.ConfigurationManagerImpl,releaseDomainSpecificVirtualRanges,(J)Z,false,true,At ConfigurationManagerImpl.java:[line 5939],com.cloud.configuration.ConfigurationManagerImpl,true,5939,5939,42,42,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,,,,,,,,,,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,5dd90741dc09471dc721303babcdceb5,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.trace(...) might be used to include CRLF characters into log messages,In ConfigurationManagerImpl.java,com.cloud.configuration.ConfigurationManagerImpl,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,In class com.cloud.configuration.ConfigurationManagerImpl,com.cloud.configuration.ConfigurationManagerImpl,true,com.cloud.configuration.ConfigurationManagerImpl,5925,5945,0,237,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,In method com.cloud.configuration.ConfigurationManagerImpl.releaseDomainSpecificVirtualRanges(long),com.cloud.configuration.ConfigurationManagerImpl,releaseDomainSpecificVirtualRanges,(J)Z,false,true,At ConfigurationManagerImpl.java:[line 5943],com.cloud.configuration.ConfigurationManagerImpl,true,5943,5943,76,76,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,At ConfigurationManagerImpl.java:[line 5943],com.cloud.configuration.ConfigurationManagerImpl,5943,5943,73,73,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,Sink method Logger.trace(...),Logger.trace(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,13fc6cd834cbe471100d6150ba1f4961,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In ConfigurationManagerImpl.java,com.cloud.configuration.ConfigurationManagerImpl,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,In class com.cloud.configuration.ConfigurationManagerImpl,com.cloud.configuration.ConfigurationManagerImpl,true,com.cloud.configuration.ConfigurationManagerImpl,4197,4270,0,1358,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,"In method com.cloud.configuration.ConfigurationManagerImpl.releasePublicIpRange(long, long, Account)",com.cloud.configuration.ConfigurationManagerImpl,releasePublicIpRange,(JJLcom/cloud/user/Account;)Z,false,true,At ConfigurationManagerImpl.java:[line 4199],com.cloud.configuration.ConfigurationManagerImpl,true,4199,4199,73,73,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,At ConfigurationManagerImpl.java:[line 4199],com.cloud.configuration.ConfigurationManagerImpl,4199,4199,70,70,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,3cd4eb64f7e5cdae052417bb7a925ae6,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In ConfigurationManagerImpl.java,com.cloud.configuration.ConfigurationManagerImpl,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,In class com.cloud.configuration.ConfigurationManagerImpl,com.cloud.configuration.ConfigurationManagerImpl,true,com.cloud.configuration.ConfigurationManagerImpl,4197,4270,0,1358,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,"In method com.cloud.configuration.ConfigurationManagerImpl.releasePublicIpRange(long, long, Account)",com.cloud.configuration.ConfigurationManagerImpl,releasePublicIpRange,(JJLcom/cloud/user/Account;)Z,false,true,At ConfigurationManagerImpl.java:[line 4233],com.cloud.configuration.ConfigurationManagerImpl,true,4233,4233,327,327,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,At ConfigurationManagerImpl.java:[line 4233],com.cloud.configuration.ConfigurationManagerImpl,4233,4233,324,324,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,1364cddbebf3cf1fc9f0100a6558dd7e,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.debug(...) might be used to include CRLF characters into log messages,In ConfigurationManagerImpl.java,com.cloud.configuration.ConfigurationManagerImpl,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,In class com.cloud.configuration.ConfigurationManagerImpl,com.cloud.configuration.ConfigurationManagerImpl,true,com.cloud.configuration.ConfigurationManagerImpl,4197,4270,0,1358,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,"In method com.cloud.configuration.ConfigurationManagerImpl.releasePublicIpRange(long, long, Account)",com.cloud.configuration.ConfigurationManagerImpl,releasePublicIpRange,(JJLcom/cloud/user/Account;)Z,false,true,At ConfigurationManagerImpl.java:[line 4239],com.cloud.configuration.ConfigurationManagerImpl,true,4239,4239,445,445,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,At ConfigurationManagerImpl.java:[line 4239],com.cloud.configuration.ConfigurationManagerImpl,4239,4239,442,442,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,Sink method Logger.debug(...),Logger.debug(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,1364cddbebf3cf1fc9f0100a6558dd7e,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In ConfigurationManagerImpl.java,com.cloud.configuration.ConfigurationManagerImpl,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,In class com.cloud.configuration.ConfigurationManagerImpl,com.cloud.configuration.ConfigurationManagerImpl,true,com.cloud.configuration.ConfigurationManagerImpl,4197,4270,0,1358,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,"In method com.cloud.configuration.ConfigurationManagerImpl.releasePublicIpRange(long, long, Account)",com.cloud.configuration.ConfigurationManagerImpl,releasePublicIpRange,(JJLcom/cloud/user/Account;)Z,false,true,At ConfigurationManagerImpl.java:[line 4247],com.cloud.configuration.ConfigurationManagerImpl,true,4247,4247,530,530,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,At ConfigurationManagerImpl.java:[line 4247],com.cloud.configuration.ConfigurationManagerImpl,4247,4247,527,527,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,3cd4eb64f7e5cdae052417bb7a925ae6,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In ConfigurationManagerImpl.java,com.cloud.configuration.ConfigurationManagerImpl,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,In class com.cloud.configuration.ConfigurationManagerImpl,com.cloud.configuration.ConfigurationManagerImpl,true,com.cloud.configuration.ConfigurationManagerImpl,478,494,0,297,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,In method com.cloud.configuration.ConfigurationManagerImpl.start(),com.cloud.configuration.ConfigurationManagerImpl,start,()Z,false,true,At ConfigurationManagerImpl.java:[line 482],com.cloud.configuration.ConfigurationManagerImpl,true,482,482,67,67,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,At ConfigurationManagerImpl.java:[line 482],com.cloud.configuration.ConfigurationManagerImpl,482,482,64,64,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,c39cd7b9260d57e639f2adf20fd5a375,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In ConfigurationManagerImpl.java,com.cloud.configuration.ConfigurationManagerImpl,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,In class com.cloud.configuration.ConfigurationManagerImpl,com.cloud.configuration.ConfigurationManagerImpl,true,com.cloud.configuration.ConfigurationManagerImpl,505,685,0,2891,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,"In method com.cloud.configuration.ConfigurationManagerImpl.updateConfiguration(long, String, String, String, String, Long)",com.cloud.configuration.ConfigurationManagerImpl,updateConfiguration,(JLjava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/Long;)Ljava/lang/String;,false,true,At ConfigurationManagerImpl.java:[line 508],com.cloud.configuration.ConfigurationManagerImpl,true,508,508,48,48,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,At ConfigurationManagerImpl.java:[line 508],com.cloud.configuration.ConfigurationManagerImpl,508,508,45,45,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,983d3ad7b176d2f738ef6b77dbf6b8e8,0,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.error(...) might be used to include CRLF characters into log messages,In ConfigurationManagerImpl.java,com.cloud.configuration.ConfigurationManagerImpl,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,In class com.cloud.configuration.ConfigurationManagerImpl,com.cloud.configuration.ConfigurationManagerImpl,true,com.cloud.configuration.ConfigurationManagerImpl,505,685,0,2891,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,"In method com.cloud.configuration.ConfigurationManagerImpl.updateConfiguration(long, String, String, String, String, Long)",com.cloud.configuration.ConfigurationManagerImpl,updateConfiguration,(JLjava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/Long;)Ljava/lang/String;,false,true,At ConfigurationManagerImpl.java:[line 602],com.cloud.configuration.ConfigurationManagerImpl,true,602,602,866,866,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,At ConfigurationManagerImpl.java:[line 602],com.cloud.configuration.ConfigurationManagerImpl,602,602,863,863,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,Sink method Logger.error(...),Logger.error(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,983d3ad7b176d2f738ef6b77dbf6b8e8,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential CRLF Injection for logs,This use of Logger.warn(...) might be used to include CRLF characters into log messages,In ConfigurationManagerImpl.java,com.cloud.configuration.ConfigurationManagerImpl,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,In class com.cloud.configuration.ConfigurationManagerImpl,com.cloud.configuration.ConfigurationManagerImpl,true,com.cloud.configuration.ConfigurationManagerImpl,691,769,0,1113,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,In method com.cloud.configuration.ConfigurationManagerImpl.updateConfiguration(UpdateCfgCmd),com.cloud.configuration.ConfigurationManagerImpl,updateConfiguration,(Lorg/apache/cloudstack/api/command/admin/config/UpdateCfgCmd;)Lorg/apache/cloudstack/config/Configuration;,false,true,At ConfigurationManagerImpl.java:[line 708],com.cloud.configuration.ConfigurationManagerImpl,true,708,708,179,179,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,At ConfigurationManagerImpl.java:[line 708],com.cloud.configuration.ConfigurationManagerImpl,708,708,176,176,ConfigurationManagerImpl.java,com/cloud/configuration/ConfigurationManagerImpl.java,java/com/cloud/configuration/ConfigurationManagerImpl.java,Sink method Logger.warn(...),Logger.warn(...),Sink method,CRLF_INJECTION_LOGS,3,10,SECCRLFLOG,SECURITY,683cc72ef99bd5f5eae1cc1e7aea8d73,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
