ShortMessage,LongMessage,Class/SourceLine/0/Message,Class/SourceLine/0/_classname,Class/SourceLine/0/_sourcefile,Class/SourceLine/0/_sourcepath,Class/SourceLine/0/_relSourcepath,Class/Message,Class/_classname,Class/_primary,Method/SourceLine/0/_classname,Method/SourceLine/0/_start,Method/SourceLine/0/_end,Method/SourceLine/0/_startBytecode,Method/SourceLine/0/_endBytecode,Method/SourceLine/0/_sourcefile,Method/SourceLine/0/_sourcepath,Method/SourceLine/0/_relSourcepath,Method/Message,Method/_classname,Method/_name,Method/_signature,Method/_isStatic,Method/_primary,SourceLine/0/Message,SourceLine/0/_classname,SourceLine/0/_primary,SourceLine/0/_start,SourceLine/0/_end,SourceLine/0/_startBytecode,SourceLine/0/_endBytecode,SourceLine/0/_sourcefile,SourceLine/0/_sourcepath,SourceLine/0/_relSourcepath,String/0/Message,String/0/_value,String/0/_role,String/1/Message,String/1/_value,String/1/_role,_type,_priority,_rank,_abbrev,_category,_instanceHash,_instanceOccurrenceNum,_instanceOccurrenceMax,_cweid,SourceLine/1/Message,SourceLine/1/_classname,SourceLine/1/_start,SourceLine/1/_end,SourceLine/1/_startBytecode,SourceLine/1/_endBytecode,SourceLine/1/_sourcefile,SourceLine/1/_sourcepath,SourceLine/1/_relSourcepath,SourceLine/2/Message,SourceLine/2/_classname,SourceLine/2/_start,SourceLine/2/_end,SourceLine/2/_startBytecode,SourceLine/2/_endBytecode,SourceLine/2/_sourcefile,SourceLine/2/_sourcepath,SourceLine/2/_relSourcepath,SourceLine/3/Message,SourceLine/3/_classname,SourceLine/3/_start,SourceLine/3/_end,SourceLine/3/_startBytecode,SourceLine/3/_endBytecode,SourceLine/3/_sourcefile,SourceLine/3/_sourcepath,SourceLine/3/_relSourcepath,SourceLine/4/Message,SourceLine/4/_classname,SourceLine/4/_start,SourceLine/4/_end,SourceLine/4/_startBytecode,SourceLine/4/_endBytecode,SourceLine/4/_sourcefile,SourceLine/4/_sourcepath,SourceLine/4/_relSourcepath,SourceLine/5/Message,SourceLine/5/_classname,SourceLine/5/_start,SourceLine/5/_end,SourceLine/5/_startBytecode,SourceLine/5/_endBytecode,SourceLine/5/_sourcefile,SourceLine/5/_sourcepath,SourceLine/5/_relSourcepath,SourceLine/6/Message,SourceLine/6/_classname,SourceLine/6/_start,SourceLine/6/_end,SourceLine/6/_startBytecode,SourceLine/6/_endBytecode,SourceLine/6/_sourcefile,SourceLine/6/_sourcepath,SourceLine/6/_relSourcepath,SourceLine/7/Message,SourceLine/7/_classname,SourceLine/7/_start,SourceLine/7/_end,SourceLine/7/_startBytecode,SourceLine/7/_endBytecode,SourceLine/7/_sourcefile,SourceLine/7/_sourcepath,SourceLine/7/_relSourcepath,SourceLine/8/Message,SourceLine/8/_classname,SourceLine/8/_start,SourceLine/8/_end,SourceLine/8/_startBytecode,SourceLine/8/_endBytecode,SourceLine/8/_sourcefile,SourceLine/8/_sourcepath,SourceLine/8/_relSourcepath,SourceLine/9/Message,SourceLine/9/_classname,SourceLine/9/_start,SourceLine/9/_end,SourceLine/9/_startBytecode,SourceLine/9/_endBytecode,SourceLine/9/_sourcefile,SourceLine/9/_sourcepath,SourceLine/9/_relSourcepath,SourceLine/10/Message,SourceLine/10/_classname,SourceLine/10/_start,SourceLine/10/_end,SourceLine/10/_startBytecode,SourceLine/10/_endBytecode,SourceLine/10/_sourcefile,SourceLine/10/_sourcepath,SourceLine/10/_relSourcepath,SourceLine/11/Message,SourceLine/11/_classname,SourceLine/11/_start,SourceLine/11/_end,SourceLine/11/_startBytecode,SourceLine/11/_endBytecode,SourceLine/11/_sourcefile,SourceLine/11/_sourcepath,SourceLine/11/_relSourcepath,SourceLine/12/Message,SourceLine/12/_classname,SourceLine/12/_start,SourceLine/12/_end,SourceLine/12/_startBytecode,SourceLine/12/_endBytecode,SourceLine/12/_sourcefile,SourceLine/12/_sourcepath,SourceLine/12/_relSourcepath,SourceLine/13/Message,SourceLine/13/_classname,SourceLine/13/_start,SourceLine/13/_end,SourceLine/13/_startBytecode,SourceLine/13/_endBytecode,SourceLine/13/_sourcefile,SourceLine/13/_sourcepath,SourceLine/13/_relSourcepath,SourceLine/14/Message,SourceLine/14/_classname,SourceLine/14/_start,SourceLine/14/_end,SourceLine/14/_startBytecode,SourceLine/14/_endBytecode,SourceLine/14/_sourcefile,SourceLine/14/_sourcepath,SourceLine/14/_relSourcepath,SourceLine/15/Message,SourceLine/15/_classname,SourceLine/15/_start,SourceLine/15/_end,SourceLine/15/_startBytecode,SourceLine/15/_endBytecode,SourceLine/15/_sourcefile,SourceLine/15/_sourcepath,SourceLine/15/_relSourcepath,SourceLine/16/Message,SourceLine/16/_classname,SourceLine/16/_start,SourceLine/16/_end,SourceLine/16/_startBytecode,SourceLine/16/_endBytecode,SourceLine/16/_sourcefile,SourceLine/16/_sourcepath,SourceLine/16/_relSourcepath,SourceLine/17/Message,SourceLine/17/_classname,SourceLine/17/_start,SourceLine/17/_end,SourceLine/17/_startBytecode,SourceLine/17/_endBytecode,SourceLine/17/_sourcefile,SourceLine/17/_sourcepath,SourceLine/17/_relSourcepath,SourceLine/18/Message,SourceLine/18/_classname,SourceLine/18/_start,SourceLine/18/_end,SourceLine/18/_startBytecode,SourceLine/18/_endBytecode,SourceLine/18/_sourcefile,SourceLine/18/_sourcepath,SourceLine/18/_relSourcepath,SourceLine/19/Message,SourceLine/19/_classname,SourceLine/19/_start,SourceLine/19/_end,SourceLine/19/_startBytecode,SourceLine/19/_endBytecode,SourceLine/19/_sourcefile,SourceLine/19/_sourcepath,SourceLine/19/_relSourcepath,SourceLine/20/Message,SourceLine/20/_classname,SourceLine/20/_start,SourceLine/20/_end,SourceLine/20/_startBytecode,SourceLine/20/_endBytecode,SourceLine/20/_sourcefile,SourceLine/20/_sourcepath,SourceLine/20/_relSourcepath
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In CopyFromLocalCommandIntegrationTest.java,alluxio.client.cli.fs.command.CopyFromLocalCommandIntegrationTest,CopyFromLocalCommandIntegrationTest.java,alluxio/client/cli/fs/command/CopyFromLocalCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CopyFromLocalCommandIntegrationTest.java,In class alluxio.client.cli.fs.command.CopyFromLocalCommandIntegrationTest,alluxio.client.cli.fs.command.CopyFromLocalCommandIntegrationTest,true,alluxio.client.cli.fs.command.CopyFromLocalCommandIntegrationTest,99,109,0,303,CopyFromLocalCommandIntegrationTest.java,alluxio/client/cli/fs/command/CopyFromLocalCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CopyFromLocalCommandIntegrationTest.java,In method alluxio.client.cli.fs.command.CopyFromLocalCommandIntegrationTest.copyFromLocalDirToExistingFile(),alluxio.client.cli.fs.command.CopyFromLocalCommandIntegrationTest,copyFromLocalDirToExistingFile,()V,false,true,At CopyFromLocalCommandIntegrationTest.java:[line 100],alluxio.client.cli.fs.command.CopyFromLocalCommandIntegrationTest,true,100,100,62,62,CopyFromLocalCommandIntegrationTest.java,alluxio/client/cli/fs/command/CopyFromLocalCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CopyFromLocalCommandIntegrationTest.java,Sink method File(...),File(...),Sink method,,,,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,1de524209e9ebf53315410e35c2833c,1,1,22,At CopyFromLocalCommandIntegrationTest.java:[line 100],alluxio.client.cli.fs.command.CopyFromLocalCommandIntegrationTest,100,100,59,59,CopyFromLocalCommandIntegrationTest.java,alluxio/client/cli/fs/command/CopyFromLocalCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CopyFromLocalCommandIntegrationTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In CopyFromLocalCommandIntegrationTest.java,alluxio.client.cli.fs.command.CopyFromLocalCommandIntegrationTest,CopyFromLocalCommandIntegrationTest.java,alluxio/client/cli/fs/command/CopyFromLocalCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CopyFromLocalCommandIntegrationTest.java,In class alluxio.client.cli.fs.command.CopyFromLocalCommandIntegrationTest,alluxio.client.cli.fs.command.CopyFromLocalCommandIntegrationTest,true,alluxio.client.cli.fs.command.CopyFromLocalCommandIntegrationTest,58,71,0,319,CopyFromLocalCommandIntegrationTest.java,alluxio/client/cli/fs/command/CopyFromLocalCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CopyFromLocalCommandIntegrationTest.java,In method alluxio.client.cli.fs.command.CopyFromLocalCommandIntegrationTest.copyFromLocalFileToDstPath(),alluxio.client.cli.fs.command.CopyFromLocalCommandIntegrationTest,copyFromLocalFileToDstPath,()V,false,true,At CopyFromLocalCommandIntegrationTest.java:[line 60],alluxio.client.cli.fs.command.CopyFromLocalCommandIntegrationTest,true,60,60,37,37,CopyFromLocalCommandIntegrationTest.java,alluxio/client/cli/fs/command/CopyFromLocalCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CopyFromLocalCommandIntegrationTest.java,Sink method File(...),File(...),Sink method,,,,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,f6b7befd4dab74633ad20f3df23f75ab,0,0,22,At CopyFromLocalCommandIntegrationTest.java:[line 60],alluxio.client.cli.fs.command.CopyFromLocalCommandIntegrationTest,60,60,34,34,CopyFromLocalCommandIntegrationTest.java,alluxio/client/cli/fs/command/CopyFromLocalCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CopyFromLocalCommandIntegrationTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In CopyFromLocalCommandIntegrationTest.java,alluxio.client.cli.fs.command.CopyFromLocalCommandIntegrationTest,CopyFromLocalCommandIntegrationTest.java,alluxio/client/cli/fs/command/CopyFromLocalCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CopyFromLocalCommandIntegrationTest.java,In class alluxio.client.cli.fs.command.CopyFromLocalCommandIntegrationTest,alluxio.client.cli.fs.command.CopyFromLocalCommandIntegrationTest,true,alluxio.client.cli.fs.command.CopyFromLocalCommandIntegrationTest,154,176,0,669,CopyFromLocalCommandIntegrationTest.java,alluxio/client/cli/fs/command/CopyFromLocalCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CopyFromLocalCommandIntegrationTest.java,In method alluxio.client.cli.fs.command.CopyFromLocalCommandIntegrationTest.copyFromLocalLarge(),alluxio.client.cli.fs.command.CopyFromLocalCommandIntegrationTest,copyFromLocalLarge,()V,false,true,At CopyFromLocalCommandIntegrationTest.java:[line 154],alluxio.client.cli.fs.command.CopyFromLocalCommandIntegrationTest,true,154,154,29,29,CopyFromLocalCommandIntegrationTest.java,alluxio/client/cli/fs/command/CopyFromLocalCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CopyFromLocalCommandIntegrationTest.java,Sink method File(...),File(...),Sink method,,,,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,6d3ad835a513dee6bc9114cb01824a8d,0,0,22,At CopyFromLocalCommandIntegrationTest.java:[line 154],alluxio.client.cli.fs.command.CopyFromLocalCommandIntegrationTest,154,154,26,26,CopyFromLocalCommandIntegrationTest.java,alluxio/client/cli/fs/command/CopyFromLocalCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CopyFromLocalCommandIntegrationTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In CopyToLocalCommandIntegrationTest.java,alluxio.client.cli.fs.command.CopyToLocalCommandIntegrationTest,CopyToLocalCommandIntegrationTest.java,alluxio/client/cli/fs/command/CopyToLocalCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CopyToLocalCommandIntegrationTest.java,In class alluxio.client.cli.fs.command.CopyToLocalCommandIntegrationTest,alluxio.client.cli.fs.command.CopyToLocalCommandIntegrationTest,true,alluxio.client.cli.fs.command.CopyToLocalCommandIntegrationTest,76,86,0,239,CopyToLocalCommandIntegrationTest.java,alluxio/client/cli/fs/command/CopyToLocalCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CopyToLocalCommandIntegrationTest.java,In method alluxio.client.cli.fs.command.CopyToLocalCommandIntegrationTest.copyToLocalWildcardExistingDir(),alluxio.client.cli.fs.command.CopyToLocalCommandIntegrationTest,copyToLocalWildcardExistingDir,()V,false,true,At CopyToLocalCommandIntegrationTest.java:[line 78],alluxio.client.cli.fs.command.CopyToLocalCommandIntegrationTest,true,78,78,37,37,CopyToLocalCommandIntegrationTest.java,alluxio/client/cli/fs/command/CopyToLocalCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CopyToLocalCommandIntegrationTest.java,Sink method File(...),File(...),Sink method,,,,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,45496e150f8ed0b701cfa7e5704f86fa,0,0,22,At CopyToLocalCommandIntegrationTest.java:[line 78],alluxio.client.cli.fs.command.CopyToLocalCommandIntegrationTest,78,78,34,34,CopyToLocalCommandIntegrationTest.java,alluxio/client/cli/fs/command/CopyToLocalCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CopyToLocalCommandIntegrationTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In CopyToLocalCommandIntegrationTest.java,alluxio.client.cli.fs.command.CopyToLocalCommandIntegrationTest,CopyToLocalCommandIntegrationTest.java,alluxio/client/cli/fs/command/CopyToLocalCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CopyToLocalCommandIntegrationTest.java,In class alluxio.client.cli.fs.command.CopyToLocalCommandIntegrationTest,alluxio.client.cli.fs.command.CopyToLocalCommandIntegrationTest,true,alluxio.client.cli.fs.command.CopyToLocalCommandIntegrationTest,102,109,0,245,CopyToLocalCommandIntegrationTest.java,alluxio/client/cli/fs/command/CopyToLocalCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CopyToLocalCommandIntegrationTest.java,In method alluxio.client.cli.fs.command.CopyToLocalCommandIntegrationTest.copyToLocalWildcardNotDir(),alluxio.client.cli.fs.command.CopyToLocalCommandIntegrationTest,copyToLocalWildcardNotDir,()V,false,true,At CopyToLocalCommandIntegrationTest.java:[line 103],alluxio.client.cli.fs.command.CopyToLocalCommandIntegrationTest,true,103,103,37,37,CopyToLocalCommandIntegrationTest.java,alluxio/client/cli/fs/command/CopyToLocalCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CopyToLocalCommandIntegrationTest.java,Sink method File(...),File(...),Sink method,,,,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,c4ffd16798c83555cdd6a046df0ee40e,0,1,22,At CopyToLocalCommandIntegrationTest.java:[line 103],alluxio.client.cli.fs.command.CopyToLocalCommandIntegrationTest,103,103,34,34,CopyToLocalCommandIntegrationTest.java,alluxio/client/cli/fs/command/CopyToLocalCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CopyToLocalCommandIntegrationTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In CopyToLocalCommandIntegrationTest.java,alluxio.client.cli.fs.command.CopyToLocalCommandIntegrationTest,CopyToLocalCommandIntegrationTest.java,alluxio/client/cli/fs/command/CopyToLocalCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CopyToLocalCommandIntegrationTest.java,In class alluxio.client.cli.fs.command.CopyToLocalCommandIntegrationTest,alluxio.client.cli.fs.command.CopyToLocalCommandIntegrationTest,true,alluxio.client.cli.fs.command.CopyToLocalCommandIntegrationTest,102,109,0,245,CopyToLocalCommandIntegrationTest.java,alluxio/client/cli/fs/command/CopyToLocalCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CopyToLocalCommandIntegrationTest.java,In method alluxio.client.cli.fs.command.CopyToLocalCommandIntegrationTest.copyToLocalWildcardNotDir(),alluxio.client.cli.fs.command.CopyToLocalCommandIntegrationTest,copyToLocalWildcardNotDir,()V,false,true,At CopyToLocalCommandIntegrationTest.java:[line 104],alluxio.client.cli.fs.command.CopyToLocalCommandIntegrationTest,true,104,104,73,73,CopyToLocalCommandIntegrationTest.java,alluxio/client/cli/fs/command/CopyToLocalCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CopyToLocalCommandIntegrationTest.java,Sink method File(...),File(...),Sink method,,,,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,c4ffd16798c83555cdd6a046df0ee40e,1,1,22,At CopyToLocalCommandIntegrationTest.java:[line 104],alluxio.client.cli.fs.command.CopyToLocalCommandIntegrationTest,104,104,70,70,CopyToLocalCommandIntegrationTest.java,alluxio/client/cli/fs/command/CopyToLocalCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CopyToLocalCommandIntegrationTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In CpCommandIntegrationTest.java,alluxio.client.cli.fs.command.CpCommandIntegrationTest,CpCommandIntegrationTest.java,alluxio/client/cli/fs/command/CpCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CpCommandIntegrationTest.java,In class alluxio.client.cli.fs.command.CpCommandIntegrationTest,alluxio.client.cli.fs.command.CpCommandIntegrationTest,true,alluxio.client.cli.fs.command.CpCommandIntegrationTest,282,295,0,295,CpCommandIntegrationTest.java,alluxio/client/cli/fs/command/CpCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CpCommandIntegrationTest.java,In method alluxio.client.cli.fs.command.CpCommandIntegrationTest.copyAfterWorkersNotAvailable(),alluxio.client.cli.fs.command.CpCommandIntegrationTest,copyAfterWorkersNotAvailable,()V,false,true,At CpCommandIntegrationTest.java:[line 283],alluxio.client.cli.fs.command.CpCommandIntegrationTest,true,283,283,37,37,CpCommandIntegrationTest.java,alluxio/client/cli/fs/command/CpCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CpCommandIntegrationTest.java,Sink method File(...),File(...),Sink method,,,,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,da7a8e7dc886dc4a24a563ba8526be44,0,0,22,At CpCommandIntegrationTest.java:[line 283],alluxio.client.cli.fs.command.CpCommandIntegrationTest,283,283,34,34,CpCommandIntegrationTest.java,alluxio/client/cli/fs/command/CpCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CpCommandIntegrationTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In CpCommandIntegrationTest.java,alluxio.client.cli.fs.command.CpCommandIntegrationTest,CpCommandIntegrationTest.java,alluxio/client/cli/fs/command/CpCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CpCommandIntegrationTest.java,In class alluxio.client.cli.fs.command.CpCommandIntegrationTest,alluxio.client.cli.fs.command.CpCommandIntegrationTest,true,alluxio.client.cli.fs.command.CpCommandIntegrationTest,299,315,0,339,CpCommandIntegrationTest.java,alluxio/client/cli/fs/command/CpCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CpCommandIntegrationTest.java,In method alluxio.client.cli.fs.command.CpCommandIntegrationTest.copyAfterWorkersNotAvailableMustCache(),alluxio.client.cli.fs.command.CpCommandIntegrationTest,copyAfterWorkersNotAvailableMustCache,()V,false,true,At CpCommandIntegrationTest.java:[line 303],alluxio.client.cli.fs.command.CpCommandIntegrationTest,true,303,303,61,61,CpCommandIntegrationTest.java,alluxio/client/cli/fs/command/CpCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CpCommandIntegrationTest.java,Sink method File(...),File(...),Sink method,,,,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,adde77438bf06634912130a977973b40,0,0,22,At CpCommandIntegrationTest.java:[line 303],alluxio.client.cli.fs.command.CpCommandIntegrationTest,303,303,58,58,CpCommandIntegrationTest.java,alluxio/client/cli/fs/command/CpCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CpCommandIntegrationTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In CpCommandIntegrationTest.java,alluxio.client.cli.fs.command.CpCommandIntegrationTest,CpCommandIntegrationTest.java,alluxio/client/cli/fs/command/CpCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CpCommandIntegrationTest.java,In class alluxio.client.cli.fs.command.CpCommandIntegrationTest,alluxio.client.cli.fs.command.CpCommandIntegrationTest,true,alluxio.client.cli.fs.command.CpCommandIntegrationTest,474,497,0,522,CpCommandIntegrationTest.java,alluxio/client/cli/fs/command/CpCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CpCommandIntegrationTest.java,In method alluxio.client.cli.fs.command.CpCommandIntegrationTest.copyFromLocal(),alluxio.client.cli.fs.command.CpCommandIntegrationTest,copyFromLocal,()V,false,true,At CpCommandIntegrationTest.java:[line 474],alluxio.client.cli.fs.command.CpCommandIntegrationTest,true,474,474,29,29,CpCommandIntegrationTest.java,alluxio/client/cli/fs/command/CpCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CpCommandIntegrationTest.java,Sink method File(...),File(...),Sink method,,,,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,432058c4ff5b9eb054caa811a51c7d45,0,1,22,At CpCommandIntegrationTest.java:[line 474],alluxio.client.cli.fs.command.CpCommandIntegrationTest,474,474,26,26,CpCommandIntegrationTest.java,alluxio/client/cli/fs/command/CpCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CpCommandIntegrationTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potential Path Traversal (file read),File(...) reads a file whose location might be specified by user input,In CpCommandIntegrationTest.java,alluxio.client.cli.fs.command.CpCommandIntegrationTest,CpCommandIntegrationTest.java,alluxio/client/cli/fs/command/CpCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CpCommandIntegrationTest.java,In class alluxio.client.cli.fs.command.CpCommandIntegrationTest,alluxio.client.cli.fs.command.CpCommandIntegrationTest,true,alluxio.client.cli.fs.command.CpCommandIntegrationTest,474,497,0,522,CpCommandIntegrationTest.java,alluxio/client/cli/fs/command/CpCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CpCommandIntegrationTest.java,In method alluxio.client.cli.fs.command.CpCommandIntegrationTest.copyFromLocal(),alluxio.client.cli.fs.command.CpCommandIntegrationTest,copyFromLocal,()V,false,true,At CpCommandIntegrationTest.java:[line 476],alluxio.client.cli.fs.command.CpCommandIntegrationTest,true,476,476,67,67,CpCommandIntegrationTest.java,alluxio/client/cli/fs/command/CpCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CpCommandIntegrationTest.java,Sink method File(...),File(...),Sink method,,,,PATH_TRAVERSAL_IN,2,7,SECPTI,SECURITY,432058c4ff5b9eb054caa811a51c7d45,1,1,22,At CpCommandIntegrationTest.java:[line 476],alluxio.client.cli.fs.command.CpCommandIntegrationTest,476,476,64,64,CpCommandIntegrationTest.java,alluxio/client/cli/fs/command/CpCommandIntegrationTest.java,test\java\alluxio\client\cli\fs\command\CpCommandIntegrationTest.java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
